Text,Paraphrase
How dare you speak to me in that tone of voice!,How dare you to talk in that tone with me!
I was too astonished to speak.,I was too surprised to speak.
Which languages are spoken in Korea?,What language do they speak in Korea?
Generally speaking girls are better linguists than boys.,"Generally speaking, girls are better at learning languages than boys."
"Generally speaking, Americans are very fond of coffee.","Generally, Americans love coffee."
Speaking foreign languages is not easy.,It's not easy to speak a foreign language.
To speak a foreign language well takes time.,It takes time to speak a foreign language well.
She speaks English better than any of her classmates.,She is above any of her classmates in speaking English.
I found it easy to speak English.,I discovered that speaking English was pretty easy.
"To speak English is not easy, but it is interesting.","Speaking English isn't easy, but it's fun."
To speak English well is difficult.,It's difficult to speak English well.
I can speak a little English.,I can speak English a little.
You should not speak ill of others behind their backs.,Don't speak ill of others behind their back.
"Generally speaking, men can run faster than women can.","Generally, men run faster than women."
"Generally speaking, the Englishman is not curious about others.","Generally speaking, Englishmen aren't curious about others."
Mr Wright speaks Japanese as if it were his mother tongue.,Mr. Wright speaks Japanese like a native speaker.
No one speaks this language anymore.,No one speaks that language anymore.
Could you speak louder? I'm hard of hearing.,Could you please talk a bit louder? I can't hear very well.
"Hello. May I talk to Mr Johnson, please?","Hello. May I speak to Mr. Johnson, please?"
They went to the zoo.,They entered the zoo.
Do you live alone?,Do you live by yourself?
Hunger is one of the strongest griefs.,Hunger is one of the largest social misfortunes.
Do you hear how fast he speaks?,Did you hear how quickly he speaks?
How deep is that lake?,What is the depth of the lake?
How deep is this lake?,How deep is the lake?
Someone must have left the door open.,Whoever left this door ajar definitely did it on purpose.
The computer broke down.,The computer broke.
The computer is broken.,The computer was damaged.
I'm still single.,I am still alone.
I'm still not married.,I'm still alone.
I know the boy standing over there.,I know the boy there.
Lucy was brought up by her grandparents.,Lucy was bantered by her grandparents.
My father is too busy to take a walk.,My father is so busy that he cannot even take a walk.
Don't lose your temper whatever he may say.,Don't lose your temper no matter what he says.
We had lunch at noon.,We had a meal after noon.
We find it difficult to decide which one to buy.,We're finding it difficult deciding on which one to buy.
The property is mine.,This is my property.
I am accustomed to living alone.,I'm used to living alone.
He was not a good politician.,He wasn't a good politician.
Would you like some fruit?,Do you want fruit?
Do you study or work?,Are you studying or working?
He is not so tall as you.,He's not as tall as you are.
The rumor was without foundation.,The rumor was completely without foundation.
"He said he did not enter the room, which was a lie.",He said he hadn't been inside the room. That is a lie.
They are in need of volunteers.,They need volunteers.
I could not get out.,I was unable to go outside.
Would you like some more salad?,Would you like a little more salad?
He went to see her in the hospital every other day.,He went to visit her at the hospital every Monday.
I played football.,I played soccer.
He kissed her on the cheek.,She kissed him on the cheek.
He gave her a peck on the cheek.,He kissed her cheek.
He kisses her cheek.,She kisses his cheek.
You can ask Tom for help.,Tom will help you if you ask.
I'm Italian.,I am Italian.
My eyes feel itchy.,My eyes are itchy.
I wondered at his perseverance.,I was surprised by his perseverance.
They went to America last month.,They went to the United States last month.
His wife has started to work out of necessity.,Your wife has seen the need to look for work.
I'm surprised that you won the prize.,I'm really surprised you got a prize.
I am always at home on Sundays.,I'm always home on Sunday.
He hasn't returned yet.,She hasn't turned up yet.
Tears of joy rained down their cheeks.,Such was her joy that she shed tears.
I burned my hand with an iron.,I was burnt by the iron.
His story can't be false.,Her story cannot be a lie.
He is not so tall.,He isn't so tall.
Do you have any vacancies?,Do you have a vacancy?
Do you have any vacant rooms?,Do you have a free room?
I don't know where he went.,I don't know where it went.
Spring comes after winter.,Spring follows winter.
"After winter, spring comes.",After winter comes spring.
His hair style is behind the time.,His hairdo's out of style.
This is probably a real diamond.,"This is a real diamond, isn't it?"
It is difficult to understand this novel.,This novel is difficult to understand.
We cannot gainsay that he is honest.,We can't deny the fact that he's honest.
You must bear it in mind.,You shouldn't forget that.
I felt constrained to help her.,I felt that I should help her.
He tried to hold back his anger.,He tried to restrain his anger.
He beckoned me to follow him.,He signaled that I should follow him.
I suppose you like her.,I suppose you love him.
Could you lend me the book?,Please lend me that book.
At five I was already able to ski.,At five years old he already knew how to ski.
He is richer than anyone else in the town.,He is the richest man in town.
Tears rolled down his cheeks.,Tears were running down her cheeks.
Tears were rolling down her cheek.,Tears rolled down her face.
She answered my letter soon.,She answered my letter right away.
"Hey, where are you going?","Hey, where're you going?"
The word is out of fashion.,That word is old fashioned.
The chairman should take the minority opinion into account.,The chairperson should consider the minority opinion.
He got very drunk.,He's too drunk.
She's too drunk.,She is too drunk.
"My monthly wage is 300,000 yen.","My monthly salary is 300,000 yen."
The man robbed him of all his money.,That man stole all of his money.
Sit on the sofa and make yourself comfortable.,Sit on the sofa and feel at ease.
Please write down your home address.,Please write down and give to me your personal address.
He has been looked for by the police.,He is hunted by the police.
The police are after him.,You're wanted by the police.
He was searched by the police.,The police are looking for you.
His speech was not very becoming to the occasion.,His story wasn't appropriate for the occasion.
That female student is American.,This student is an American.
He arranged to be here at 6.,He promised to be here at six.
How was your weekend?,How did you spend your weekend?
I believe in early rising.,I believe in getting up early.
Nobody saw Tom steal the book.,No one saw Tom stealing the book.
Do you have any soft drinks?,Do you have any non-alcoholic drinks?
Do you have anything non-alcoholic?,Do you have alcohol-free drinks?
The price of rice rose by three percent.,The price of rice went up three percent.
I saw my neighbor's dog running around in the yard.,I saw my neighbor's dog running in my garden.
I was ill yesterday.,Yesterday I was ill.
I have neither time nor money.,I don't have the time or the money.
The prisoner was released.,The prisoner was given his freedom.
The prisoner was set at liberty.,They released the prisoner.
They set the prisoner at liberty.,The prisoner was set free yesterday.
Those prisoners were set free yesterday.,They freed the prisoner.
I have got only a week left before school starts.,"In one week, the classes will start over."
The noise awoke me from my sleep.,That noise woke me up.
He is the leading hitter at present.,"Currently, he's our best batter."
It appears that you are all mistaken.,It appears that you're all mistaken.
Attendance is compulsory for all members.,Presence of all members is obligatory.
Not everybody can be an artist.,Every man can't be an artist.
I cannot read French.,I can't read French.
We talked on the telephone.,We talked over the phone.
I talked with him about it over the telephone.,I spoke to him by telephone.
I talked to her on the telephone.,I spoke to him about it on the telephone.
I talk to her on the phone.,I talked to him on the phone.
Mr Wood loved Linda dearly.,Mr. Wood loved Linda from the bottom of his heart.
You are a bit fat.,You are plump.
Don't touch this bottle ever again!,Never touch this flask!
Taking photos here is prohibited.,You're not allowed to take pictures here.
I am interested in Japanese history.,I'm interested in the history of Japan.
We played on the beach.,We have played at this beach.
His finger bleeds.,His toe bleeds.
Her finger bleeds.,Her toe bleeds.
Did you have a good sleep?,Do you get enough sleep?
Did you sleep well?,Did she sleep well?
How have you been sleeping?,"How did you sleep, dear?"
Did he sleep well?,How did you sleep?
Have you been getting enough sleep?,Did you sleep OK?
Look out for pickpockets.,Be on your guard against pickpockets.
Beware of pickpockets.,Beware of pickpockets here.
"Aah, I'm somewhat angry!","Aah, I'm angry for some reason!"
We don't know where he is.,We don't know where she is.
Individual liberty is the essence of democracy.,Individual freedom is the foundation of democracy.
Take a paper and write!,Take a sheet of paper and write!
He is always here between 5 and 6 o'clock.,He's always here between five and six o'clock.
He came to Tokyo at the age of three.,He arrived at age three in Tokyo.
I am free of debt.,I have no debt.
You may stay here as long as you keep quiet.,"As long as you keep quiet, you can stay here."
Nothing will hinder her study.,Nothing can distract her from her research.
The camera was essential for me.,The video camera is essential for me.
"Unfortunately, I'm late.","Alas, I was late."
He will be back in ten minutes.,He'll be back in ten.
I saw her home.,I took her home.
Tom is heavier than Jack by ten pounds.,Tom is ten pounds heavier than Jack.
"Let's start early in the morning, shall we?","Let's leave early in the morning, OK?"
You like fruit.,They are fond of fruit.
I suffer from asthma.,I have asthma.
Today week I'll be in England.,"A week from today, I'll be in England."
He promised me that he wouldn't tell anybody.,He promised me he wouldn't tell anyone.
We should know the result by Thursday.,We must keep the results for Thursday.
Much water is needed.,He needs a lot of water.
He just wants attention.,He's just trying to get attention.
Please bear in mind what I said.,Please remember what I tell you.
I can't shut it down.,I cannot stop it.
I cannot stop him.,I cannot stop her.
I can't stop it.,I can't stop him.
I can't stop her.,I can't make him stop.
The earth is like a ball with a big magnet in it.,The Earth is like a ball with a large magnet inside.
I'll never leave you alone again.,I'm never going to leave you again.
The experiments led to great discoveries.,That experiment led to a great discovery.
"Because of the fog, the airplane has been rerouted to Munich.","The airplane was redirected to Munich, because of the fog."
I took him for my brother.,I thought he was my brother.
I thought it was my brother.,He thought I was my brother.
It seems to me that something is wrong.,Something seems wrong.
Sleep and wait for good luck.,A watched pot never boils.
Everything comes to him who waits.,It is a long road that has no turning.
Hope and patience lead to power.,Good things come to those who wait.
After a storm comes the calm.,The calm that comes after the storm.
Official business is never urgent.,All good things come to he who waits.
Tom helped me to move.,Tom helped me with the move.
Tom helped me move.,Tom helped me to get changed.
I got the idea that he would come by himself.,I thought he would come alone.
He asked for more money.,He asked for a lot of money.
He's feeling tired after German class.,He's tired after his German lesson.
"At first, I couldn't make out what he was saying.",I couldn't understand him at first.
At first I didn't understand what it said.,"At the beginning, I couldn't understand him."
Dad painted the walls white.,My father painted the wall white.
He was brought up in Australia.,He grew up in Australia.
He studies his lessons after supper.,He studied after dinner.
"No, I am English.","No, I'm English."
I'm currently working at the school as a teacher.,I'm currently a teacher at this school.
Where did you find her picture?,Where did you find his photo?
Give me her picture!,Give me his picture.
Whose picture is this?,Whose photo is this?
Why didn't you go to Germany?,Why didn't he go to Germany?
Are there a lot of Africans in Germany?,Are there many Africans in Germany?
Do you think television does children harm?,You think that TV is bad for kids?
How's life in Germany?,What is it like living in Germany?
The professor teaches Czech.,A professor is teaching Czech.
What's Germany's highest mountain?,What's the name of the highest mountain in Germany?
A button came off my coat.,A button has come off my coat.
We must leave early.,We've got to leave early.
We have to leave a bit earlier.,Let's go early.
School lets out at half-past three.,School is over at 3:30.
TV's boring today.,There's nothing worth watching on TV today.
He knows how to recite the Quran.,He is able to recite the Koran.
Wash your hands with soap.,Wash your hands with a bar of soap.
Hasn't Jim arrived yet?,Hasn't Jim returned yet?
Are you concerned with politics?,Are you interested in politics?
The meeting closed at four p.m.,The meeting broke up at four.
I like to answer this kind of question.,I like to answer these kind of questions.
I like to dance with Mary.,I like dancing with Maria.
"If you guys want to sleep here, it's no problem.","If you want to sleep here, no problem."
You must not touch the paintings.,You can't touch the paintings.
Somebody touched me.,Someone touched me.
Dad's gone to China; he isn't here now.,My father has gone to China. He isn't here now.
The hotel stands on a hill.,This hotel is situated on a hill.
"Hi, Susan. How are you?","Hey Susan, how are things?"
They have the horse.,They have a horse.
He's afraid of snakes.,He fears snakes.
But it does move!,And yet it moves!
This golf course is not open to non-members.,This golf course isn't open to non-members.
Let's chase out corrupt politicians!,Down with corrupt politicians!
I have been a teacher for 15 years.,I was a teacher for fifteen years.
Her gray hair makes her look older than her age.,Her grey hair makes her look older than she is.
He lives by himself.,He lives alone.
She lives alone.,She lives on her own.
Does it rain much in Germany?,Does it rain a lot in Germany?
It is wise to save money for a rainy day.,You had better keep your money for a rainy day.
Is he back already?,Has he returned yet?
There seems to be some dark meaning in his words.,There seems to be a hidden meaning to his words.
Kate went to a party to see her friend.,Kate went to the party to see her friends.
She put away her clothes.,She took off her clothes.
He took off his clothes.,They took off their clothes.
"If John had of come, I needn't have.","If John had come, I wouldn't have had to."
He was just behind me.,He was right behind me.
She hasn't forgotten these rules.,He's always kept these rules in mind.
How is it that you are always late for school?,Why are you always late for school?
He had to part with his secretary because she got married.,He had to let his secretary go because she got married.
"I've been invited on a trip abroad, but I don't want to go.","I was invited to go abroad, but I don't want to."
Tom doesn't work here anymore.,Tom is no longer working here.
I didn't go skiing for fear of catching cold.,"I didn't want to catch a cold, so I didn't go skiing."
The flowers in the garden are very beautiful.,There are beautiful flowers in the garden.
"I ran and ran, but missed the train.","I ran as fast as I could, but I missed the train."
How about taking up jogging?,How about running?
Everyone says that he is the very image of his father.,Everyone says that he looks just like his father.
Who told you the news?,By whom was the news told you?
I always get up at 6 o'clock in the morning.,I always rise at six every morning.
I'd like to take this with me.,I'd like to bring that.
Cheese cuts easily with a knife.,It's easy to cut cheese with a knife.
Cheese is easy to cut with a knife.,Cheese can easily be cut with a knife.
"He is a good fellow, to be sure, but he isn't reliable.","He is a good fellow for sure, but not trustworthy."
Smoking on duty is not allowed.,Smoking on duty isn't allowed.
What would you say in this context?,What would you say if you were in this situation?
My son can read a clock.,My son can tell time.
"As I entered the room, they applauded.","When I entered the house, they all applauded."
You will soon cease to think of her.,Pretty soon you will stop thinking of her.
We could not get at his meaning.,We couldn't grasp the meaning of what he was trying to say.
"She was within an ace of saying ""I don't know"".","She almost said ""I don't know""."
"Put your coat on, or you'll catch cold.",Put on your coat lest you should catch the cold.
"Take a good rest, and you will soon get well.","If you rest, you will be back on your feet again soon."
I think it quite strange that he should not know such a thing.,Strange that he knows nothing on this subject.
Do you have a smaller size?,Have you got smaller size?
I'll punch your lights out!,I'll beat you up!
I'll kick your butt!,I'll slap the living daylights out of you!
Tom didn't have lunch.,Tom skipped lunch.
Tom didn't eat lunch.,Tom hasn't eaten lunch.
Tom can speak French fluently.,Tom speaks French fluently.
Tom is fluent in French.,Tom speaks fluent French.
Tom is a fluent speaker of French.,Tom is a fluent French speaker.
The news broke his heart.,The news broke her heart.
The snow will soon disappear.,The snow will be gone soon.
Which house do you stay in?,Which house are you staying in?
In which house are you staying?,Which house do you live in?
I couldn't find the page I was looking for.,We were unable to find the webpage that you requested.
My grandmother underwent surgery in Germany.,My grandmother had an operation in Germany.
Is there any likelihood of his coming?,Is there any chance that he will come?
I am not about to pay ten dollars.,I have absolutely no intention of paying ten dollars.
I landed him a blow on the chin.,I hit him on the chin.
I punched him in the chin.,I punched his jaw.
Let's classify the names of the students alphabetically.,We ought to sort the students' names alphabetically.
They don't do a lick of work.,They are not working even a bit.
"From space, the world looks very small.","From space, the earth looks quite small."
"As soon as he comes back, let me know.",Tell me when he returns.
Wash the quinces thoroughly.,Wash the quince thoroughly.
Reading develops the mind.,Reading improves the mind.
It was the bad weather that caused his illness.,His illness is caused by bad weather.
He is anxious about her health.,She is anxious about your health.
She is concerned about her health.,She is worried about her health.
Your new dress becomes you very well.,Your new dress looks very good on you.
Your new dress really looks good on you.,Your new dress suits you very much.
The cleaning lady interrupted the conversation.,The housekeeper interrupted the conversation.
She appears to have many friends.,She appears to have a lot of friends.
It looks like she's got a lot of friends.,Where did you throw them away?
The heyday of the Romans is over.,The Golden Age of the Romans is in the past.
You remember things more easily than me.,You remember it better than I do.
"While swimming in the pool, she lost her locker key.",She lost her locker key while she was swimming in the pool.
I'm sure we can work this out.,I'm sure we can manage that.
That didn't help them any.,That didn't do them any good.
Please conserve water in summer.,Please conserve water during the summer.
"Cows give us milk, and hens eggs.",Cows give us milk and chickens give us eggs.
What do you think she is going to do?,"What do you think, is he going to do it?"
Did you meet him recently?,Did you just get to know him?
Have you all met him recently?,Did you just meet her?
My brother is a first-year student.,My brother is a freshman.
Tom pointed at Mary.,Tom pointed to Mary.
Your words of encouragement meant a lot to me.,Your encouraging words are very valuable to me.
The Normans' conquest of England had a great effect on the English language.,The Norman victory over England had a big impact on the English language.
She got up late.,She overslept.
"Now that he has gone, we miss him very much.",We've really been missing him since he left.
I read this in the newspaper.,I read about it in the paper.
This is her handbag.,This is his handbag.
This is our handbag.,This is our bag.
She need not go there herself.,She doesn't need to go there herself.
The heavy rain prevented me from going out.,"I couldn't go out, due to the heavy rain."
They must have had an accident.,They must've had an accident.
She showed me her room.,She has shown her room to me.
People in those days already knew that the earth is round.,"Then people knew, that the world is a sphere."
They are next door neighbors.,They live next door.
They live nearby.,They are neighbours.
They're close.,They are neighbors.
Can you call him?,Could you call her?
We will come back tomorrow.,We're coming back tomorrow.
Tom can drive almost any kind of vehicle.,Tom knows how to operate practically any mode of transportation.
"He looked asleep, but he was really dead.","He looks as though he's sleeping, but in fact he's dead."
I'm not good at expressing my feelings.,I cannot describe my feelings.
"Airmail, please.","By air mail, please."
There is no school today.,There's no class today.
We don't have class today.,There's no need to go to school today.
Today there is no lesson.,There are no classes today.
You did your part.,You've done your duty.
You did what you had to.,You've done your share.
Either you or I will have to do it.,One of the two of us has to do it.
The patient's condition changes from day to day.,The condition of the patients changes every day.
I was able to get my parents to consent to my marriage.,I managed to get permission from my parents for my wedding.
It seems to be becoming hard to get a good job.,"Apparently, it's getting more difficult to find a good job."
This medicine will clear up your cold.,This medicine will cure your cold.
There are many Japanese restaurants in New York.,In New York there are a lot of Japanese restaurants.
I usually go to bed before ten.,I go to bed at ten as a rule.
She can't cook well.,He can't cook very well.
They do nothing but complain.,All you do is complain!
He adhered to his own theory.,He stuck with his own theory.
Dry your eyes.,Wipe your tears.
Dry your tears.,Wipe your eyes.
He acted foolishly.,He acted the fool.
He behaved as if he were crazy.,He acted like a madman.
We felt dead from the five-hour trip.,We were totally exhausted from the five-hour trip.
You will soon get accustomed to living here.,You'll get used to living here in no time.
He will come back in a few days.,He will be back in a couple of days.
Can you get it repaired?,Please fix this.
Please fix that.,Please correct that.
Please repair this.,Please fix it.
Please correct it.,Please punish him.
He speaks both English and French.,"She speaks English, and French as well."
The children are building sand castles on the beach.,The children on the beach are building a sand castle.
The pain has gone away.,The pain is gone.
I failed to put film in my camera.,I forgot to put film in the camera.
I'm going to stay here for several days.,I am going to stay here for a couple of days.
What she says sounds strange.,"That, what she said, sounds strange."
You cannot tame a wolf.,A wolf cannot be tamed.
Everything is expensive here.,Things are expensive here.
He accepted my idea.,She agreed to my idea.
Her teacher praised her.,Their teacher praised them.
I go to school by bicycle.,I ride my bike to school.
I'm sorry you're leaving us.,I'm sorry that you are leaving here.
I am sorry that you have gone away.,I regret your departure.
I'm sorry you've gone.,It is sad that you must leave.
Is this the bus to Oxford?,Is this one the bus for Oxford?
She is still a girl.,She's still a minor.
"At last, he went to America.","Lastly, she went to America."
He supported himself with a stick.,He leaned on a cane.
They like to look back on old times.,They like to reminisce.
"When I was a child, I used to go to the seashore every summer.","When I was a boy, I'd go to the ocean every summer."
When will you be free?,When are you free?
He was kind enough to help me.,He had the kindness to help me.
We eat a meal three times a day.,We have three meals a day.
The store is open all the year round.,That store is open all year.
Leaves begin to fall in October.,"In October, the leaves begin to fall."
It has resulted in nothing.,It came to nothing.
I went to Boston by train.,I went to Boston on a train.
He is too smart not to know it.,He is too wise not to know that.
The phone kept ringing.,The phone rang for a long time.
The telephone didn't stop ringing.,The phone continued ringing.
It's getting dark. Please turn the light on for me.,It's become dark. Would you turn on the light?
We had frequent snowfalls last year.,"Last year, there was frequent snowfall."
Both of them are very brilliant.,They are both very intelligent.
"Basically, it is the same thing.",It's basically the same thing.
I took a cooking class last spring and learned to bake bread.,Last year in the spring I attended a cooking class and learned how to bake bread.
If you want.,If you like.
The woman sitting over there is his present wife.,The woman sitting across from us is his wife at present.
I do not like this song.,I don't like this song.
My father doesn't like music.,My father does not like music.
He let me work in this office.,He granted me permission to work in his office.
I saw him run away.,I saw him running away.
Never fail to lock the door when you go to bed.,Never forget to lock up when you go to bed.
I went to Obihiro two years ago.,"Two years ago, I traveled to Obihiro."
I plan to stay there one week.,I intend to stay there for a week.
I haven't seen them anywhere.,I have never seen them anywhere.
"Bring me some water, and be quick about it.","Give me some water, and quickly."
"She has a good memory, too.",She also has a good memory.
That sounds a little dangerous.,That looks somewhat dangerous.
Tell her which one to take.,Tell her which bus to get on.
Tell her which train to catch.,Tell her which train she should get on.
I went to Sendai and back without resting.,I went to Sendai and hurried right back.
He is my junior by three years.,He is younger than me by three years.
The waitress spread a white cloth over the table.,The waitress put a white tablecloth on the table.
The ice has melted.,The ice melted.
One of my favorite authors is Herman Melville.,Herman Melville is one of my favorite writers.
The man controlled the country for fifty years.,This man ruled the country for more than 50 years.
Lucy has as many friends as I do.,"Like me, Lucy has many friends."
Follow the example of your sister.,Follow your sister's example.
Such a thing cannot be found everywhere.,That kind of thing can't be found just anywhere.
"Don't worry, you are doing well.","Don't worry, you're doing well."
Please contact me by letter.,Contact me by ordinary mail.
I work on Sunday.,I work on Sundays.
There was a water mill below the dam.,There was a watermill under the dam.
What's the program for tomorrow?,What's the plan for tomorrow?
The train arrived in Kyoto on time.,The train arrived on time to Kyoto.
Why don't you come in for a cup of coffee and a chat?,Let's talk about it while we drink a cup of coffee.
It's the front gate.,That's the main gate.
Keep your head down.,Do not lean out of the window.
Don't lean out the window.,It is dangerous to lean out.
It is not going to rain this evening.,It's not going to rain tonight.
I play video games.,I play computer games.
"Oh, you've been to the barbershop.","Oh, you were at the hairdresser's."
We got up early so that we could see the sunrise.,We woke up very early in order to see the sunrise.
I need it yesterday.,I need it immediately.
I'm sorry to hear that your father has passed away.,It saddens me greatly to know that your father died.
He has not a little experience.,He has a great deal of experience.
He's very experienced.,He has ample experience.
I did write to him.,I had him write it.
I wrote to him.,I wrote to her.
I've written to him.,I've written to her.
I failed the exam.,I failed my exam.
I failed the test.,I didn't pass the test.
I sleep naked.,I sleep in the nude.
Read as many books as you can.,Read as much as possible.
Mother made a new piece of clothing.,My mother made some new clothes.
Don't you have school today?,Don't you have classes today?
He has lived in Iceland for a long time.,He spent a lot of time in Iceland.
We were unable to follow his logic.,We couldn't understand her logic.
I saw him sawing a tree.,I saw him cut down a tree.
I'm looking forward to receiving your favorable answer.,I'm looking forward to receiving a favorable answer from you.
I found this film very interesting.,I found this movie very interesting.
How long should I wait?,How long will I have to wait?
Your English has improved a lot.,Her proficiency in English rapidly improved.
Her English improved significantly.,Your English has improved considerably.
I'm interested in creating my own web pages.,I am interested in creating my own website.
Russia is the largest country in the world.,Russia is the world's largest country.
I couldn't sleep well last night.,I could not sleep much last night.
I had trouble sleeping last night.,I had trouble falling asleep last night.
Did anyone visit me during my absence?,Did anyone come in my absence?
Tom was detained by the police.,Tom was arrested by the police.
The police arrested Tom.,The police took Tom into custody.
The police have taken Tom into custody.,The police have arrested Tom.
We'd better not change the schedule.,It would be better if we didn't change our plans.
Can I do anything?,Is there anything at all that I can do for you?
It's in pencil so you can rub it out if you need to.,"It's written in pencil, so you can erase it."
I have few books.,I only have a few books.
I am glad I did not buy such a thing.,I'm glad that I didn't buy something like this.
"I would gladly help you, only I am too busy now.","I would voluntarily help you, but I'm occupied at the moment."
The elephant is liked by little children.,This elephant is adored by small children.
We'll get it this time.,We won't be able to escape punishment this time.
We won't be able to avoid being punished this time.,"This time, you won't avoid your punishment."
The dog follows me wherever I go.,The dog follows me everywhere.
The dog followed me.,The dog followed along with me.
Come into the room after me.,Follow me into the room.
I followed to the letter what you have told me.,I followed what you told me word for word.
Don't think I'm joking.,"Don't listen to me, I'm just kidding."
"God, hear me!","God, listen to me!"
I don't like dogs.,I hate dogs.
It was so dark.,It was very dark.
It was pitch-black.,It was pretty dark.
The young boy pulled on his mother's coat.,The young girl pulled on her mother's coat.
That boy is really shy.,That woman gets shy easily.
Why are you making that face?,Why are you making faces?
He hurried so as not to miss the train.,He hurried up so that he wouldn't miss the train.
Keep my words in mind.,Remember my words!
I talked myself hoarse.,I talked on the telephone.
I phoned.,I was on the phone.
I made a phone call.,I screamed.
I yelled.,I called.
I shouted.,I was talking to someone on the phone.
This box is filled with apples.,This box is full of apples.
Mayuko came directly home.,Mayuko went right home.
"As a matter of fact, it is true.",That’s actually the truth.
He had barely enough money to buy bread and milk.,He could buy bread and milk with the money he had.
I'm not ashamed of my father being poor.,I am not ashamed of my father's poverty.
Ken is good at swimming.,Ken is a good swimmer.
She imposed the work on him.,She saddled him with the work.
She assigned him to the job.,She assigned the work to him.
Is there anybody who can drive a car?,Is there someone that can drive?
"In Japan there are beautiful cities, for example Kyoto and Nara.","In Japan there are a lot of beautiful cities. Kyoto and Nara, for example."
Someone is at the front door. Go and see who it is.,Someone stands at the door. Go see who it is!
We chose Henry captain of our team.,We chose Henry to be the captain of our team.
Why are you screaming?!,Why are you yelling?
Why are you burning these pictures?,Why are you burning this photo?
Why are you mad with me?,Why are you mad at me?
Why were you angry with me?,Why are you angry at me?
Do you go fishing on the lakes?,Do you go fishing in lakes?
Here's $5.,I will give you five dollars.
Grandfather has retired because he is getting old.,My grandfather has retired because he's grown old.
These cakes are good. Please try one.,This cake is delicious. Please have some.
A kilo of ketchup is equivalent to two kilos of tomatoes.,One kilogram of tomato sauce is equivalent to two kilograms of tomatoes.
We listened carefully in order not to miss a single word.,"We listened with great care, not missing a single word."
Tom doesn't like to be alone.,Tom doesn't like being alone.
I'd rather stay home than go alone.,I'd stay home rather than go alone.
She loves singing.,He loves singing.
She likes to sing.,They like to sing.
He likes singing.,Singing is his thing.
Singing is their thing.,Singing is her thing.
That problem is too simple.,This question is very simple.
What do you think about the Japanese economy?,What do you think of Japan's economy?
He studied the flight of birds.,He studied how birds flew.
"To my knowledge, she has not left yet.","To the best of my knowledge, she hasn't left yet."
I am taking a holiday at the beach.,I'm at the beach on holiday.
He went along with her.,He went together with her.
The old lady got down from the bus.,The old lady got off the bus.
A bow is no use without arrows.,A bow is nothing without arrows.
We won the battle.,The battle is ours.
We won the fight.,We have already won this battle.
Tom died when he was 97.,Tom died at the age of 97.
Did you speak with your wife?,Did you talk to your wife?
He has no less than twelve children.,She has no more than twelve puppies.
He has 12 sons.,He has twelve children.
I don't want to cook.,I don't like cooking.
The candle has gone out.,The candle burned out.
Our teacher made us clean the room.,The professor makes us clean the piece.
He paid me a compliment.,He complimented me.
"At last, I found out the answer to the question.",Finally I found the answer to the question.
That box is too small to hold all these things.,That box is too small to put all of this in.
Mixture of the three primary colors creates black.,"If you mix all three colors, you will get black."
It seems that he is unable to swim.,He seems unable to swim.
Beauty lies in the eyes of the one who sees.,Beauty is altogether in the eye of the beholder.
The firemen quickly extinguished the blaze.,The firemen had the fire out in no time.
My father is a businessman.,My father is an entrepreneur.
My father will soon be forty years old.,My father will be forty soon.
My father will get well soon.,My father will recover soon.
The song called up my childhood.,"When I heard that song, it reminded me of my childhood."
His heart filled with sorrow.,His heart is filled with sorrow.
Translate every line of this text.,Translate all the lines of this text.
I need to be alone to think.,I need to be alone so I can think.
What is hemoglobin?,What is haemoglobin?
Get her out of here.,Get him out of here!
Throw him out.,Throw her out.
He made me sing.,He blackmailed me.
He will leave for Paris next month.,He's going to Paris next month.
Does your wife know German?,Can your wife speak German?
Moderation in all things.,There is a limit to everything.
Everything has its limit.,Everything has its limits.
You've never been to Paris?,"You've never been to Paris, have you?"
The snow stopped falling.,It's stopped snowing.
Show me the person who loves you.,Show me the person who is in love with you.
She makes it a rule to take an hour's walk every morning.,He goes for a walk one day every month.
We work on every day of the week except Sunday.,We work every day but Sunday.
I don't feel like trying.,I have no desire to try.
I am not sure yet if I will go to a university or get a job.,I haven't decided yet whether I'll go to college or get a job.
I cannot follow your logic.,I can't follow his logic.
The train was ten minutes behind time.,The train is ten minutes late.
A noise woke her up.,A noise woke them up.
Nothing can stop you.,Nothing could stop her.
Nothing could stop him.,Nothing can stop him.
Nothing can stop her.,Nothing can stop us.
She accommodated her schedule to his.,She changed her schedule to match his.
Please get me a pretty girl.,Please introduce me to a cute girl.
He is anything but a poet.,He is nothing but a poet.
"To our surprise, she has gone to Brazil alone.",It amazed us that she had been to Brazil alone.
You should have your eyes examined.,You should get your eyes examined.
"I was born in Osaka, but I was brought up in Tokyo.","Even though he was born in Osaka, he was raised in Tokyo."
I think I'd better stay here.,I think it's better to stay here.
Children like watching television.,The children like to watch television.
He stood against the wall.,He stood leaning against the fence.
What's your schedule for tomorrow?,What are your plans for tomorrow?
What's your plan for tomorrow?,What do you have planned for tomorrow?
He'll probably win in the next election.,He is probably going to win the next elections.
Get on a horse.,Get on the horse.
Get on your horse.,"Mount the horse, please."
"It is windy today, isn't it?","It's pretty windy today, no?"
We can leave after lunch.,We can go after the lunch.
He always studies hard.,He always works hard.
Milk is a good beverage.,Milk is nutritious.
Cows provide us with good milk.,The cows give us good milk.
Please give me a cup of milk.,"Give me a cup of milk, please."
